model,f1_neg,f1_pos,roc_auc,mcc,precision_neg,precision_pos,recall_neg,recall_pos,accuracy,accuracy_explicit,accuracy_implicit,softmax_confidence,softmax_confidence_std,TN_softmax_confidence,TN_softmax_confidence_std,FP_softmax_confidence,FP_softmax_confidence_std,FN_softmax_confidence,FN_softmax_confidence_std,TP_softmax_confidence,TP_softmax_confidence_std,cross_entropy,MSE,TN_cross_entropy,TN_MSE,FP_cross_entropy,FP_MSE,FN_cross_entropy,FN_MSE,TP_cross_entropy,TP_MSE
detests-roberta_bne-4_news_title_hard_s47_max_tokens_512,0.864,0.693,0.804,0.568,0.913,0.618,0.821,0.787,0.812,0.931,0.756,0.823,0.138,0.868,0.125,0.711,0.120,0.728,0.139,0.792,0.120,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s48_max_tokens_512,0.874,0.670,0.776,0.545,0.882,0.654,0.866,0.686,0.818,0.874,0.646,0.819,0.140,0.864,0.123,0.682,0.115,0.703,0.140,0.790,0.120,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s49_max_tokens_512,0.868,0.667,0.776,0.537,0.885,0.636,0.852,0.701,0.811,0.897,0.658,0.827,0.139,0.870,0.122,0.681,0.120,0.729,0.137,0.807,0.117,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s50_max_tokens_512,0.879,0.686,0.788,0.565,0.890,0.664,0.868,0.709,0.825,0.851,0.678,0.825,0.134,0.865,0.116,0.688,0.117,0.744,0.139,0.795,0.126,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s51_max_tokens_512,0.876,0.680,0.784,0.557,0.888,0.658,0.866,0.703,0.822,0.885,0.663,0.820,0.139,0.872,0.118,0.679,0.115,0.724,0.133,0.757,0.116,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s52_max_tokens_512,0.889,0.680,0.776,0.570,0.875,0.712,0.903,0.650,0.835,0.828,0.611,0.820,0.134,0.862,0.115,0.676,0.110,0.727,0.133,0.771,0.129,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s53_max_tokens_512,0.884,0.677,0.777,0.562,0.878,0.691,0.890,0.664,0.829,0.874,0.618,0.819,0.140,0.865,0.119,0.666,0.123,0.731,0.134,0.762,0.130,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s54_max_tokens_512,0.881,0.678,0.780,0.559,0.882,0.676,0.880,0.680,0.826,0.874,0.638,0.828,0.132,0.870,0.111,0.698,0.128,0.742,0.134,0.787,0.131,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s55_max_tokens_512,0.878,0.672,0.776,0.550,0.880,0.668,0.876,0.676,0.822,0.885,0.631,0.824,0.140,0.876,0.120,0.669,0.106,0.732,0.143,0.762,0.114,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s56_max_tokens_512,0.860,0.685,0.799,0.557,0.911,0.609,0.815,0.783,0.806,0.908,0.756,0.822,0.138,0.874,0.123,0.700,0.112,0.731,0.145,0.781,0.110,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s57_max_tokens_512,0.879,0.694,0.797,0.575,0.898,0.659,0.860,0.734,0.826,0.897,0.698,0.819,0.134,0.864,0.118,0.684,0.114,0.735,0.130,0.774,0.114,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s58_max_tokens_512,0.879,0.691,0.793,0.571,0.894,0.663,0.865,0.721,0.826,0.874,0.688,0.826,0.139,0.875,0.118,0.674,0.117,0.739,0.128,0.779,0.127,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s59_max_tokens_512,0.843,0.671,0.793,0.537,0.916,0.575,0.781,0.805,0.788,0.943,0.776,0.817,0.135,0.861,0.127,0.705,0.114,0.719,0.148,0.807,0.102,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s60_max_tokens_512,0.871,0.689,0.797,0.565,0.902,0.636,0.841,0.752,0.817,0.908,0.718,0.827,0.135,0.875,0.116,0.685,0.118,0.751,0.138,0.787,0.112,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s61_max_tokens_512,0.865,0.687,0.797,0.561,0.906,0.622,0.829,0.766,0.812,0.908,0.736,0.827,0.133,0.868,0.122,0.712,0.122,0.739,0.134,0.805,0.107,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s62_max_tokens_512,0.860,0.665,0.778,0.530,0.891,0.614,0.832,0.725,0.803,0.920,0.683,0.831,0.134,0.877,0.116,0.703,0.119,0.721,0.145,0.810,0.107,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s63_max_tokens_512,0.873,0.689,0.795,0.566,0.899,0.645,0.850,0.740,0.820,0.885,0.708,0.826,0.132,0.867,0.120,0.705,0.117,0.740,0.137,0.792,0.109,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s64_max_tokens_512,0.878,0.686,0.789,0.566,0.891,0.662,0.866,0.713,0.825,0.920,0.668,0.834,0.130,0.872,0.114,0.717,0.129,0.744,0.134,0.807,0.119,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s65_max_tokens_512,0.844,0.674,0.796,0.541,0.918,0.577,0.782,0.809,0.789,0.966,0.776,0.813,0.138,0.858,0.128,0.704,0.116,0.727,0.148,0.792,0.114,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s66_max_tokens_512,0.861,0.648,0.763,0.511,0.878,0.618,0.844,0.682,0.801,0.851,0.646,0.815,0.138,0.855,0.118,0.705,0.136,0.708,0.132,0.800,0.138,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s67_max_tokens_512,0.867,0.674,0.784,0.544,0.892,0.630,0.844,0.723,0.811,0.874,0.691,0.826,0.136,0.879,0.113,0.684,0.119,0.733,0.139,0.779,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s68_max_tokens_512,0.874,0.693,0.799,0.571,0.902,0.644,0.847,0.750,0.821,0.874,0.723,0.828,0.138,0.872,0.128,0.702,0.120,0.740,0.142,0.793,0.107,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s69_max_tokens_512,0.882,0.691,0.792,0.573,0.891,0.672,0.872,0.711,0.829,0.874,0.676,0.824,0.140,0.870,0.123,0.685,0.112,0.733,0.138,0.777,0.128,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s70_max_tokens_512,0.860,0.686,0.800,0.559,0.911,0.610,0.815,0.785,0.807,0.920,0.756,0.823,0.134,0.864,0.120,0.707,0.126,0.721,0.139,0.808,0.112,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s71_max_tokens_512,0.890,0.669,0.767,0.562,0.867,0.725,0.913,0.621,0.834,0.816,0.579,0.818,0.139,0.868,0.118,0.643,0.099,0.719,0.133,0.746,0.113,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s72_max_tokens_512,0.868,0.688,0.797,0.562,0.904,0.629,0.835,0.758,0.815,0.931,0.721,0.827,0.136,0.874,0.119,0.693,0.122,0.734,0.140,0.796,0.112,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s73_max_tokens_512,0.859,0.683,0.797,0.555,0.910,0.608,0.814,0.781,0.805,0.920,0.751,0.826,0.130,0.870,0.116,0.705,0.116,0.734,0.143,0.806,0.101,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s74_max_tokens_512,0.867,0.672,0.782,0.543,0.891,0.630,0.844,0.721,0.811,0.908,0.681,0.836,0.137,0.879,0.121,0.706,0.122,0.736,0.143,0.814,0.118,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s75_max_tokens_512,0.849,0.682,0.801,0.552,0.920,0.585,0.787,0.816,0.795,0.954,0.786,0.817,0.134,0.854,0.125,0.718,0.124,0.702,0.140,0.814,0.109,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s76_max_tokens_512,0.882,0.684,0.785,0.566,0.885,0.678,0.879,0.691,0.828,0.862,0.653,0.826,0.139,0.881,0.115,0.665,0.107,0.754,0.140,0.746,0.110,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s77_max_tokens_512,0.881,0.696,0.797,0.578,0.896,0.667,0.866,0.727,0.829,0.862,0.698,0.812,0.136,0.849,0.126,0.700,0.120,0.711,0.139,0.783,0.115,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s78_max_tokens_512,0.865,0.675,0.786,0.545,0.895,0.625,0.838,0.734,0.810,0.897,0.698,0.825,0.140,0.871,0.124,0.699,0.124,0.717,0.151,0.796,0.113,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s79_max_tokens_512,0.881,0.697,0.798,0.580,0.897,0.666,0.865,0.732,0.829,0.874,0.701,0.831,0.140,0.881,0.124,0.685,0.115,0.743,0.145,0.776,0.109,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s80_max_tokens_512,0.881,0.662,0.766,0.544,0.870,0.686,0.892,0.639,0.824,0.862,0.591,0.836,0.138,0.882,0.116,0.692,0.117,0.738,0.139,0.785,0.126,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s81_max_tokens_512,0.873,0.676,0.782,0.550,0.888,0.647,0.858,0.707,0.817,0.897,0.666,0.829,0.138,0.872,0.120,0.684,0.115,0.732,0.134,0.804,0.126,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s82_max_tokens_512,0.814,0.656,0.789,0.518,0.931,0.533,0.724,0.855,0.759,0.977,0.828,0.808,0.132,0.840,0.126,0.721,0.124,0.746,0.140,0.821,0.112,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s83_max_tokens_512,0.874,0.695,0.800,0.574,0.903,0.644,0.847,0.754,0.822,0.908,0.721,0.824,0.135,0.862,0.124,0.709,0.123,0.727,0.139,0.805,0.114,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s84_max_tokens_512,0.867,0.675,0.785,0.546,0.893,0.629,0.842,0.727,0.811,0.885,0.693,0.810,0.142,0.860,0.130,0.673,0.109,0.748,0.142,0.758,0.115,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s85_max_tokens_512,0.878,0.696,0.799,0.576,0.899,0.656,0.857,0.740,0.826,0.885,0.708,0.828,0.138,0.879,0.124,0.689,0.105,0.757,0.141,0.762,0.101,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s86_max_tokens_512,0.860,0.666,0.780,0.532,0.893,0.611,0.829,0.732,0.802,0.908,0.693,0.822,0.133,0.861,0.122,0.713,0.122,0.734,0.132,0.804,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s87_max_tokens_512,0.872,0.699,0.806,0.579,0.910,0.637,0.838,0.775,0.821,0.931,0.741,0.826,0.134,0.874,0.121,0.698,0.113,0.744,0.140,0.784,0.103,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s88_max_tokens_512,0.874,0.669,0.775,0.543,0.882,0.654,0.866,0.684,0.817,0.885,0.641,0.844,0.131,0.894,0.105,0.691,0.118,0.751,0.139,0.795,0.109,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s89_max_tokens_512,0.880,0.670,0.773,0.551,0.876,0.679,0.884,0.662,0.825,0.874,0.616,0.828,0.130,0.869,0.110,0.696,0.128,0.738,0.137,0.788,0.119,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s90_max_tokens_512,0.884,0.683,0.782,0.567,0.881,0.689,0.887,0.676,0.831,0.885,0.631,0.823,0.136,0.872,0.113,0.661,0.110,0.738,0.140,0.761,0.115,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_hard_s91_max_tokens_512,0.866,0.679,0.789,0.551,0.898,0.626,0.837,0.742,0.811,0.908,0.706,0.830,0.135,0.877,0.117,0.701,0.117,0.736,0.148,0.795,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-4_news_title_soft_s42_max_tokens_512,0.823,0.658,0.788,0.518,0.923,0.544,0.743,0.832,0.767,0.943,0.808,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.158,0.331,0.101,0.218,0.049,0.562,1.008,0.595,0.217,0.191
detests-roberta_bne-4_news_title_soft_s43_max_tokens_512,0.814,0.640,0.772,0.490,0.912,0.530,0.736,0.807,0.755,0.931,0.781,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.176,0.335,0.117,0.203,0.048,0.565,1.115,0.629,0.211,0.194
detests-roberta_bne-4_news_title_soft_s44_max_tokens_512,0.871,0.680,0.788,0.554,0.894,0.640,0.850,0.725,0.816,0.908,0.686,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.233,0.302,0.153,0.151,0.048,0.585,1.307,0.675,0.185,0.175
detests-roberta_bne-4_news_title_soft_s45_max_tokens_512,0.832,0.672,0.799,0.540,0.929,0.558,0.754,0.844,0.778,0.954,0.820,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.168,0.326,0.117,0.192,0.045,0.585,1.076,0.614,0.221,0.193
detests-roberta_bne-4_news_title_soft_s46_max_tokens_512,0.823,0.660,0.790,0.521,0.925,0.544,0.741,0.838,0.767,0.931,0.818,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.198,0.329,0.136,0.193,0.051,0.556,1.160,0.641,0.283,0.228
detests-roberta_bne-4_news_title_soft_s47_max_tokens_512,0.887,0.691,0.788,0.578,0.886,0.694,0.888,0.689,0.834,0.931,0.636,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.256,0.284,0.167,0.144,0.061,0.540,1.181,0.641,0.238,0.223
detests-roberta_bne-4_news_title_soft_s48_max_tokens_512,0.858,0.687,0.802,0.559,0.915,0.604,0.808,0.795,0.805,0.931,0.766,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.196,0.308,0.142,0.156,0.044,0.597,1.283,0.667,0.163,0.166
detests-roberta_bne-4_news_title_soft_s49_max_tokens_512,0.873,0.705,0.811,0.586,0.913,0.639,0.837,0.785,0.823,0.908,0.758,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.205,0.295,0.128,0.177,0.060,0.536,1.121,0.630,0.259,0.227
detests-roberta_bne-4_news_title_soft_s50_max_tokens_512,0.822,0.659,0.789,0.521,0.926,0.542,0.739,0.840,0.766,0.943,0.818,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.165,0.334,0.117,0.212,0.046,0.572,1.097,0.624,0.201,0.191
detests-roberta_bne-4_news_title_soft_s51_max_tokens_512,0.884,0.703,0.802,0.588,0.899,0.674,0.869,0.736,0.833,0.908,0.698,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.203,0.292,0.122,0.173,0.056,0.558,1.097,0.625,0.214,0.210
detests-roberta_bne-5_concat_contexts_hard_s42_max_tokens_512,0.868,0.667,0.777,0.536,0.886,0.634,0.850,0.703,0.811,0.851,0.671,0.820,0.130,0.864,0.114,0.708,0.113,0.727,0.139,0.778,0.109,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-5_concat_contexts_hard_s43_max_tokens_512,0.880,0.626,0.738,0.512,0.850,0.701,0.911,0.566,0.818,0.805,0.514,0.816,0.132,0.865,0.108,0.661,0.102,0.731,0.130,0.733,0.113,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-5_concat_contexts_hard_s44_max_tokens_512,0.860,0.678,0.791,0.547,0.903,0.611,0.822,0.760,0.805,0.920,0.726,0.828,0.136,0.872,0.124,0.717,0.121,0.747,0.141,0.798,0.117,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-5_concat_contexts_hard_s45_max_tokens_512,0.873,0.615,0.732,0.492,0.849,0.673,0.899,0.566,0.809,0.759,0.524,0.818,0.134,0.876,0.101,0.652,0.101,0.727,0.136,0.720,0.109,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-5_concat_contexts_hard_s46_max_tokens_512,0.868,0.627,0.743,0.496,0.859,0.647,0.878,0.609,0.805,0.839,0.559,0.797,0.138,0.855,0.115,0.649,0.092,0.726,0.130,0.698,0.106,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-5_concat_contexts_hard_s47_max_tokens_512,0.861,0.667,0.781,0.534,0.893,0.613,0.830,0.732,0.804,0.862,0.703,0.796,0.130,0.831,0.120,0.704,0.121,0.710,0.116,0.777,0.120,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-5_concat_contexts_hard_s48_max_tokens_512,0.886,0.655,0.758,0.545,0.862,0.714,0.911,0.605,0.828,0.828,0.556,0.820,0.137,0.865,0.116,0.688,0.119,0.723,0.128,0.756,0.137,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-5_concat_contexts_hard_s49_max_tokens_512,0.839,0.651,0.774,0.507,0.900,0.568,0.786,0.762,0.780,0.931,0.726,0.817,0.125,0.853,0.115,0.730,0.120,0.719,0.130,0.813,0.104,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-5_concat_contexts_hard_s50_max_tokens_512,0.873,0.661,0.768,0.534,0.876,0.655,0.871,0.666,0.816,0.862,0.623,0.824,0.125,0.869,0.104,0.697,0.115,0.742,0.137,0.772,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-5_concat_contexts_hard_s51_max_tokens_512,0.871,0.673,0.780,0.545,0.887,0.643,0.856,0.705,0.815,0.885,0.666,0.811,0.130,0.852,0.112,0.702,0.123,0.718,0.139,0.775,0.120,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-5_concat_contexts_hard_s52_max_tokens_512,0.852,0.633,0.754,0.488,0.874,0.596,0.831,0.676,0.789,0.851,0.638,0.818,0.134,0.866,0.115,0.698,0.121,0.729,0.136,0.779,0.114,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-5_concat_contexts_hard_s53_max_tokens_512,0.880,0.644,0.752,0.527,0.860,0.692,0.901,0.602,0.821,0.851,0.549,0.827,0.136,0.876,0.112,0.671,0.115,0.734,0.135,0.758,0.122,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-5_concat_contexts_hard_s54_max_tokens_512,0.874,0.667,0.774,0.541,0.881,0.653,0.866,0.682,0.817,0.874,0.641,0.838,0.133,0.883,0.113,0.722,0.121,0.756,0.132,0.785,0.128,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-5_concat_contexts_hard_s55_max_tokens_512,0.855,0.207,0.554,0.243,0.753,0.795,0.989,0.119,0.754,0.184,0.105,0.752,0.152,0.801,0.133,0.516,0.015,0.640,0.119,0.516,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-5_concat_contexts_hard_s56_max_tokens_512,0.859,0.661,0.775,0.525,0.889,0.611,0.832,0.719,0.801,0.920,0.676,0.823,0.131,0.863,0.116,0.713,0.127,0.727,0.136,0.803,0.113,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-5_concat_contexts_hard_s57_max_tokens_512,0.868,0.662,0.772,0.531,0.882,0.636,0.854,0.691,0.810,0.874,0.651,0.821,0.136,0.867,0.120,0.700,0.117,0.725,0.133,0.782,0.120,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-5_concat_contexts_hard_s58_max_tokens_512,0.862,0.626,0.744,0.489,0.862,0.626,0.862,0.627,0.799,0.862,0.576,0.819,0.133,0.871,0.111,0.688,0.110,0.737,0.139,0.753,0.112,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-5_concat_contexts_hard_s59_max_tokens_512,0.866,0.648,0.761,0.515,0.873,0.635,0.860,0.662,0.806,0.885,0.613,0.803,0.131,0.852,0.114,0.680,0.108,0.719,0.128,0.742,0.106,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-5_concat_contexts_hard_s60_max_tokens_512,0.827,0.633,0.761,0.479,0.894,0.546,0.770,0.752,0.765,0.908,0.718,0.802,0.128,0.846,0.119,0.710,0.110,0.719,0.136,0.782,0.105,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-5_concat_contexts_hard_s61_max_tokens_512,0.871,0.669,0.778,0.541,0.885,0.642,0.856,0.699,0.814,0.862,0.663,0.823,0.131,0.865,0.115,0.716,0.118,0.732,0.135,0.782,0.119,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-5_concat_contexts_hard_s62_max_tokens_512,0.875,0.639,0.750,0.516,0.861,0.671,0.890,0.611,0.815,0.816,0.566,0.826,0.132,0.878,0.106,0.677,0.113,0.741,0.133,0.747,0.113,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-5_concat_contexts_hard_s63_max_tokens_512,0.861,0.640,0.756,0.501,0.872,0.620,0.851,0.660,0.800,0.862,0.616,0.810,0.125,0.859,0.103,0.680,0.103,0.740,0.138,0.753,0.103,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-5_concat_contexts_hard_s64_max_tokens_512,0.870,0.672,0.781,0.545,0.888,0.640,0.853,0.709,0.814,0.885,0.671,0.826,0.129,0.875,0.108,0.701,0.117,0.741,0.140,0.770,0.105,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-5_concat_contexts_hard_s65_max_tokens_512,0.870,0.644,0.756,0.514,0.868,0.647,0.871,0.641,0.809,0.851,0.596,0.814,0.132,0.859,0.113,0.692,0.120,0.736,0.131,0.757,0.120,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-5_concat_contexts_hard_s66_max_tokens_512,0.858,0.660,0.775,0.524,0.890,0.609,0.829,0.721,0.800,0.885,0.686,0.825,0.130,0.862,0.117,0.725,0.127,0.743,0.128,0.804,0.117,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-5_concat_contexts_hard_s67_max_tokens_512,0.875,0.636,0.747,0.512,0.859,0.670,0.890,0.605,0.813,0.805,0.561,0.813,0.132,0.862,0.111,0.673,0.109,0.730,0.131,0.739,0.113,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-5_concat_contexts_hard_s68_max_tokens_512,0.869,0.669,0.778,0.540,0.887,0.637,0.852,0.705,0.812,0.897,0.663,0.819,0.132,0.867,0.114,0.702,0.112,0.734,0.143,0.765,0.114,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-5_concat_contexts_hard_s69_max_tokens_512,0.852,0.649,0.767,0.507,0.886,0.595,0.821,0.713,0.792,0.885,0.676,0.821,0.134,0.870,0.118,0.711,0.113,0.729,0.144,0.778,0.109,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-5_concat_contexts_hard_s70_max_tokens_512,0.852,0.669,0.787,0.534,0.904,0.592,0.805,0.768,0.795,0.920,0.736,0.815,0.135,0.864,0.121,0.693,0.115,0.728,0.133,0.785,0.112,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-5_concat_contexts_hard_s71_max_tokens_512,0.874,0.608,0.727,0.489,0.844,0.683,0.906,0.547,0.810,0.759,0.501,0.805,0.127,0.858,0.096,0.645,0.096,0.733,0.130,0.704,0.107,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-5_concat_contexts_hard_s72_max_tokens_512,0.878,0.643,0.752,0.523,0.861,0.684,0.897,0.607,0.818,0.862,0.551,0.831,0.124,0.878,0.099,0.692,0.106,0.757,0.129,0.755,0.105,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-5_concat_contexts_hard_s73_max_tokens_512,0.858,0.642,0.759,0.502,0.876,0.610,0.840,0.678,0.796,0.851,0.641,0.825,0.131,0.872,0.110,0.695,0.118,0.730,0.136,0.794,0.109,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-5_concat_contexts_hard_s74_max_tokens_512,0.867,0.627,0.744,0.495,0.860,0.643,0.875,0.613,0.804,0.816,0.569,0.805,0.122,0.847,0.103,0.694,0.114,0.723,0.120,0.756,0.112,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
